name,price
★ Stiletto Knife | Ultraviolet (Battle-Scarred),136.27
★ Stiletto Knife | Ultraviolet (Battle-Scarred),136.27
Desert Eagle | Printstream (Factory New),136.08
StatTrak™ Glock-18 | Dragon Tattoo (Factory New),135.45
★ Huntsman Knife | Blue Steel (Field-Tested),134.79
★ StatTrak™ Navaja Knife | Tiger Tooth (Factory New),133.86
★ Bowie Knife | Bright Water (Minimal Wear),133.67
★ Bowie Knife | Bright Water (Field-Tested),132.79
★ StatTrak™ Bowie Knife | Ultraviolet (Field-Tested),132.63
★ Ursus Knife | Damascus Steel (Field-Tested),132.3
★ Ursus Knife | Damascus Steel (Field-Tested),132.3
Desert Eagle | Printstream (Factory New),132.12
Desert Eagle | Printstream (Factory New),132.12
★ Ursus Knife | Blue Steel (Well-Worn),131.68
★ Falchion Knife | Damascus Steel (Field-Tested),131.59
★ Falchion Knife | Damascus Steel (Field-Tested),131.59
★ Classic Knife | Boreal Forest (Field-Tested),131.42
★ Classic Knife | Boreal Forest (Field-Tested),131.42
★ Gut Knife | Slaughter (Minimal Wear),131.09
★ Bowie Knife | Damascus Steel (Field-Tested),130.62
★ Shadow Daggers | Lore (Well-Worn),130.53
★ Survival Knife | Blue Steel (Well-Worn),130.36
★ Flip Knife | Forest DDPAT (Field-Tested),130.26
★ Flip Knife | Forest DDPAT (Field-Tested),130.26
★ Flip Knife | Forest DDPAT (Field-Tested),130.26
★ Survival Knife | Night Stripe (Field-Tested),128.7
USP-S | Target Acquired (Minimal Wear),126.8
AWP | Asiimov (Field-Tested),125.55
★ Survival Knife | Night Stripe (Field-Tested),124.95
★ Survival Knife | Night Stripe (Field-Tested),124.95
★ Nomad Knife | Forest DDPAT (Battle-Scarred),124.85
★ Ursus Knife | Urban Masked (Field-Tested),123.71
★ Ursus Knife | Urban Masked (Field-Tested),123.71
AK-47 | Case Hardened (Well-Worn),123.29
★ Ursus Knife | Stained (Well-Worn),122.54
★ Ursus Knife | Stained (Well-Worn),122.54
AK-47 | Neon Rider (Factory New),122.53
★ Navaja Knife | Tiger Tooth (Factory New),122.17
AWP | Containment Breach (Minimal Wear),121.93
AWP | Asiimov (Field-Tested),121.89
★ Bowie Knife | Ultraviolet (Field-Tested),121.3
★ Navaja Knife | Tiger Tooth (Factory New),120.74
★ Navaja Knife | Tiger Tooth (Factory New),120.74
★ StatTrak™ Falchion Knife | Ultraviolet (Field-Tested),120.54
★ Falchion Knife | Black Laminate (Minimal Wear),120.38
★ Bloodhound Gloves | Charred (Field-Tested),120.3
StatTrak™ Desert Eagle | Golden Koi (Factory New),119.92
★ Ursus Knife | Rust Coat (Battle-Scarred),119.82
★ Ursus Knife | Rust Coat (Battle-Scarred),119.82
★ Ursus Knife | Rust Coat (Battle-Scarred),119.82
★ StatTrak™ Gut Knife | Bright Water (Minimal Wear),119.78
StatTrak™ Desert Eagle | Printstream (Field-Tested),119.18
★ Huntsman Knife | Stained (Minimal Wear),119.12
★ Nomad Knife | Safari Mesh (Battle-Scarred),118.66
★ Navaja Knife | Slaughter (Minimal Wear),118.47
AWP | Containment Breach (Minimal Wear),118.38
AWP | Containment Breach (Minimal Wear),118.38
AWP | Containment Breach (Minimal Wear),118.38
AWP | Containment Breach (Minimal Wear),118.38
AWP | Containment Breach (Minimal Wear),118.38
StatTrak™ M4A1-S | Hyper Beast (Minimal Wear),118.03
★ Bowie Knife | Ultraviolet (Well-Worn),118.01
★ Bowie Knife | Ultraviolet (Field-Tested),117.77
★ Hand Wraps | Arboreal (Field-Tested),117.4
★ Navaja Knife | Tiger Tooth (Factory New),117.22
★ Navaja Knife | Tiger Tooth (Factory New),117.22
★ Gut Knife | Case Hardened (Field-Tested),117.08
★ Stiletto Knife | Scorched (Field-Tested),116.83
★ Stiletto Knife | Scorched (Field-Tested),116.83
★ Stiletto Knife | Scorched (Field-Tested),116.83
★ Ursus Knife | Rust Coat (Battle-Scarred),116.33
StatTrak™ Desert Eagle | Printstream (Field-Tested),115.71
AK-47 | Fuel Injector (Field-Tested),115.13
AK-47 | Fuel Injector (Field-Tested),115.13
USP-S | Target Acquired (Field-Tested),115.04
MAC-10 | Hot Snakes (Well-Worn),114.97
M4A1-S | Hyper Beast (Factory New),114.96
★ Classic Knife | Urban Masked (Field-Tested),114.92
★ Paracord Knife | Boreal Forest (Field-Tested),113.89
★ Stiletto Knife | Boreal Forest (Well-Worn),113.75
M4A1-S | Player Two (Factory New),113.5
StatTrak™ USP-S | Orion (Factory New),113.47
★ Bowie Knife | Stained (Well-Worn),113.29
★ Classic Knife | Safari Mesh (Field-Tested),113.14
★ Stiletto Knife | Forest DDPAT (Field-Tested),112.71
★ Falchion Knife | Black Laminate (Battle-Scarred),112.59
★ StatTrak™ Shadow Daggers | Scorched (Minimal Wear),112.23
StatTrak™ AWP | Neo-Noir (Factory New),112.12
StatTrak™ AWP | Neo-Noir (Factory New),112.12
StatTrak™ AWP | Neo-Noir (Factory New),112.12
StatTrak™ AWP | Neo-Noir (Factory New),112.12
★ Navaja Knife | Case Hardened (Field-Tested),112.06
M4A1-S | Printstream (Field-Tested),111.76
M4A1-S | Printstream (Field-Tested),111.76
M4A1-S | Printstream (Field-Tested),111.76
M4A1-S | Printstream (Field-Tested),111.76
M4A1-S | Printstream (Field-Tested),111.76
★ Hydra Gloves | Case Hardened (Field-Tested),111.72
M4A1-S | Hyper Beast (Factory New),111.61
★ Stiletto Knife | Boreal Forest (Field-Tested),111.37
★ Shadow Daggers | Case Hardened (Well-Worn),111.31
★ Paracord Knife | Boreal Forest (Field-Tested),110.57
★ Hand Wraps | Constrictor (Field-Tested),110.36
★ Huntsman Knife | Ultraviolet (Field-Tested),110.3
★ Huntsman Knife | Ultraviolet (Field-Tested),110.3
AK-47 | Jet Set (Well-Worn),110.29
★ Falchion Knife | Blue Steel (Well-Worn),109.85
★ Falchion Knife | Night (Field-Tested),109.17
StatTrak™ AWP | Neo-Noir (Factory New),108.85
★ StatTrak™ Shadow Daggers | Night (Battle-Scarred),108.77
StatTrak™ M4A1-S | Golden Coil (Field-Tested),108.76
★ Bowie Knife | Rust Coat (Well-Worn),108.61
★ Hydra Gloves | Case Hardened (Field-Tested),108.47
Desert Eagle | Hypnotic (Factory New),108.26
★ StatTrak™ Survival Knife | Scorched (Field-Tested),107.66
★ Huntsman Knife | Boreal Forest (Field-Tested),107.45
AK-47 | Case Hardened (Battle-Scarred),107.39
★ Shadow Daggers | Freehand (Field-Tested),106.71
★ Paracord Knife | Forest DDPAT (Field-Tested),106.5
★ Falchion Knife | Boreal Forest (Minimal Wear),106.22
